,resolution_number,date,size,issue,legislation,outcome,text,contract,acuerdo_marco
5370,76/2013,2013-02-14,46.24,Exclusion,,Desestimacion,None,Suministro,False
5371,077/2013,2013-02-14,147.1,Exclusion,,NaN,None,Suministro,True
5372,0078/2013,2013-02-14,173.31,Exclusion,,NaN,None,Suministro,True
5373,79/2013,2013-02-14,108.51,Exclusion,,Desestimacion,None,Servicios,False
5374,071/2013,2013-02-08,81.95,Exclusion,,NaN,None,Obras,False
5375,072/2013,2013-02-08,96.26,Exclusion,,NaN,None,NaN,False
5376,065/2013,2013-02-06,331.18,Adjudicacion,,NaN,None,NaN,False
5377,066/2013,2013-02-06,78.28,Adjudicacion,,NaN,None,Servicios,False
5378,67/2013,2013-02-06,192.68,Exclusion,,NaN,None,Servicios,False
5379,0019/2013,2013-02-06,78.84,Adjudicacion,,NaN,None,NaN,False
5380,057/2013,2013-02-06,166.13,Pliegos,,NaN,None,Obras,False
5381,58/2013,2013-02-06,66.37,Adjudicacion,,NaN,None,Suministro,True
5382,0059/2013,2013-02-06,101.73,Exclusion,,NaN,None,Servicios,False
5383,0060/2013,2013-02-06,76.35,Exclusion,,Estimacion Parcial,None,Servicios,False
5384,0061/2013,2013-02-06,86.04,NaN,,NaN,None,Servicios,False
5385,0069/2013,2013-02-06,68.12,Exclusion,,NaN,None,Servicios,False
5386,0062/2013,2013-02-06,58.02,Exclusion,,NaN,None,Servicios,False
5387,63/2013,2013-02-06,46.71,Adjudicacion,,NaN,None,Servicios,False
5388,0070/2013,2013-02-06,223.97,Pliegos,,NaN,None,Servicios,False
5389,0064/2013,2013-02-06,61.37,NaN,,NaN,None,Servicios,False
5390,56/2013,2013-02-06,102.31,Adjudicacion,,NaN,None,NaN,False
5391,0047/2013,2013-01-30,246.11,Adjudicacion,,Estimacion,None,Servicios,False
5392,0048/2013,2013-01-30,97.32,Adjudicacion,,NaN,None,Suministro,False
5393,0049/2013,2013-01-30,55.31,Adjudicacion,,NaN,None,Suministro,False
5394,055/2013,2013-01-30,134.17,Exclusion,,Estimacion,None,Suministro,False
5395,050/2013,2013-01-30,189.73,Adjudicacion,,NaN,None,Suministro,False
5396,051/2013,2013-01-30,79.39,Adjudicacion,,NaN,None,Suministro,False
5397,052/2013,2013-01-30,144.94,Pliegos,,NaN,None,Servicios,False
5398,0053/2013,2013-01-30,49.24,Adjudicacion,,Inadmision,None,Servicios,False
5399,0054/2013,2013-01-30,38.87,NaN,,NaN,None,NaN,False
5400,45/2013,2013-01-30,186.94,Adjudicacion,,Estimacion Parcial,None,Suministro,False
5401,0046/2013,2013-01-30,54.2,Adjudicacion,,NaN,None,Obras,False
5402,0030/2013,2013-01-25,308.77,Adjudicacion,,NaN,None,Servicios,False
5403,0037/2013,2013-01-23,371.61,Pliegos,,NaN,None,Servicios,False
5404,0038/2013,2013-01-23,276.36,Exclusion,,Inadmision,None,Servicios,False
5405,0039/2013,2013-01-23,87.39,Pliegos,,NaN,None,Servicios,False
5406,040/2013,2013-01-23,110.43,NaN,,NaN,None,Servicios,False
5407,041/2013,2013-01-23,69.84,Exclusion,,NaN,None,NaN,False
5408,042/2013,2013-01-23,280.33,Exclusion,,Desestimacion,None,Servicios,False
5409,031/2013,2013-01-23,180.0,Exclusion,,NaN,None,Servicios,False
5410,0033/2013,2013-01-23,65.24,Exclusion,,NaN,None,Servicios,False
5411,0034/2013,2013-01-23,52.07,Exclusion,,NaN,None,Servicios,False
5412,0035/2013,2013-01-23,52.18,Adjudicacion,,NaN,None,NaN,False
5413,036/2013,2013-01-23,227.38,Adjudicacion,,NaN,None,Servicios,False
5414,044/2013,2013-01-23,193.73,Exclusion,,NaN,None,Suministro,False
5415,032/2013,2013-01-23,50.14,NaN,,NaN,None,Servicios,False
5416,43/2013,2013-01-23,201.25,Adjudicacion,,NaN,None,Servicios,False
5417,29/2013,2013-01-22,255.09,Adjudicacion,,Estimacion,None,Servicios,False
5418,0029/2013,2013-01-17,348.92,Adjudicacion,,NaN,None,Servicios,False
5419,0015/2013,2013-01-17,182.33,Adjudicacion,,NaN,None,Servicios,False
5420,0016/2013,2013-01-17,174.77,Adjudicacion,,NaN,None,Servicios,False
5421,0018/2013,2013-01-17,174.15,Pliegos,,NaN,None,Servicios,False
5422,019/2013,2013-01-17,170.85,Adjudicacion,,Desestimacion,None,Gestion de servicios publicos,False
5423,020/2013,2013-01-17,202.34,NaN,,NaN,None,NaN,False
5424,14/2013,2013-01-17,298.58,Adjudicacion,,NaN,None,Servicios,False
5425,022/2013,2013-01-17,219.97,Exclusion,,Desestimacion,None,Servicios,False
5426,0023/2013,2013-01-17,75.74,Pliegos,,NaN,None,NaN,False
5427,0024/2013,2013-01-17,61.79,Adjudicacion,,Desestimacion,None,NaN,False
5428,0025/2013,2013-01-17,61.1,Adjudicacion,,NaN,None,Servicios,False
5429,0027/2013,2013-01-17,202.33,Exclusion,,NaN,None,Servicios,False
5430,28/2013,2013-01-17,147.81,Exclusion,,NaN,None,Servicios,False
5431,0026/2013,2013-01-17,168.66,NaN,,NaN,None,Servicios,False
5432,0017/2013,2013-01-17,189.88,Exclusion,,NaN,None,Suministro,False
5433,005/2013,2013-01-15,163.03,Pliegos,,NaN,None,Servicios,False
5434,002/2013,2013-01-10,169.66,Adjudicacion,,Desestimacion,None,Suministro,False
5435,003/2013,2013-01-10,162.14,Adjudicacion,,Desestimacion,None,Servicios,False
5436,004./2013,2013-01-10,232.78,Adjudicacion,,NaN,None,Servicios,False
5437,006/2013,2013-01-10,181.07,Exclusion,,NaN,None,Suministro,False
5438,315/2013,2013-01-10,171.55,Exclusion,,NaN,None,Suministro,False
5439,008/2013,2013-01-10,170.97,Pliegos,,NaN,None,Servicios,False
5440,009/2013,2013-01-10,206.49,Exclusion,,NaN,None,Servicios,False
5441,010/2013,2013-01-10,152.57,Exclusion,,NaN,None,Servicios,False
5442,011/2013,2013-01-10,147.36,Adjudicacion,,NaN,None,Servicios,False
5443,012/2013,2013-01-10,147.72,Adjudicacion,,NaN,None,NaN,False
5444,0013/2013,2013-01-10,46.52,NaN,,NaN,None,NaN,False
5445,0001/2013,2013-01-03,45.39,Adjudicacion,,NaN,None,Servicios,False
5446,308/2012,2012-12-28,75.97,Exclusion,,Desestimacion,None,Servicios,False
5447,309/2012,2012-12-28,209.98,Pliegos,,NaN,None,Servicios,False
5448,310/2012,2012-12-28,174.46,Pliegos,,Desestimacion,None,Servicios,False
5449,311/2012,2012-12-28,120.31,Adjudicacion,,Desestimacion,None,Servicios,False
5450,294/2012,2012-12-21,94.19,Adjudicacion,,NaN,None,Suministro,False
5451,295/2012,2012-12-21,109.32,Pliegos,,NaN,None,Servicios,False
5452,296/2012,2012-12-21,126.53,Adjudicacion,,NaN,None,Servicios,False
5453,297/2012,2012-12-21,271.78,Exclusion,,NaN,None,Servicios,False
5454,298/2012,2012-12-21,184.19,"Desistimiento, Desierta, Desierto",,NaN,None,Servicios,False
5455,299/2012,2012-12-21,177.83,Adjudicacion,,NaN,None,Servicios,False
5456,300/2012,2012-12-21,184.04,NaN,,NaN,None,NaN,False
5457,301/2012,2012-12-21,161.65,Adjudicacion,,Estimacion,None,Servicios,False
5458,302/2012,2012-12-21,167.26,Adjudicacion,,Estimacion Parcial,None,Servicios,False
5459,306/2012,2012-12-21,152.1,Adjudicacion,,Inadmision,None,Servicios,False
5460,303/2012,2012-12-21,225.79,Adjudicacion,,Desestimacion,None,Servicios,False
5461,304/2012,2012-12-21,121.9,Exclusion,,Estimacion,None,Servicios,False
5462,307/2013,2012-12-21,148.23,Adjudicacion,,Inadmision,None,Suministro,False
5463,305/2013,2012-12-21,150.51,NaN,,NaN,None,Servicios,False
5464,285/2012,2012-12-14,68.72,Adjudicacion,,NaN,None,Obras,False
5465,286/2012,2012-12-14,74.36,NaN,,NaN,None,Obras,False
5466,287/2012,2012-12-14,77.69,Exclusion,,NaN,None,NaN,False
5467,293/2012,2012-12-14,106.33,Exclusion,,NaN,None,Servicios,False
5468,289/2012,2012-12-14,73.57,NaN,,NaN,None,NaN,False
5469,290/2012,2012-12-14,168.82,Pliegos,,NaN,None,Servicios,False
5470,291/2012,2012-12-14,214.88,Pliegos,,NaN,None,Servicios,False
5471,283/2012,2012-12-14,208.79,Adjudicacion,,Estimacion,None,Servicios,False
5472,284/2012,2012-12-14,116.89,Exclusion,,NaN,None,Servicios,False
5473,288/2012,2012-12-05,88.16,Adjudicacion,,NaN,None,Suministro,False
5474,292/2012,2012-12-05,78.05,NaN,,NaN,None,Servicios,False
5475,277/2012,2012-12-05,65.44,Exclusion,,NaN,None,Suministro,False
5476,276/2012,2012-12-05,70.74,NaN,,NaN,None,Servicios,False
5477,278/2012,2012-12-05,73.07,Adjudicacion,,NaN,None,Suministro,False
5478,279/2012,2012-12-05,64.16,NaN,,Inadmision,None,Servicios,False
5479,280/2012,2012-12-05,48.28,Adjudicacion,,NaN,None,Servicios,False
5480,281/2012,2012-12-05,76.11,Pliegos,,NaN,None,Servicios,False
5481,282/2012,2012-12-05,45.52,Adjudicacion,,NaN,None,Servicios,False
5482,275./2012,2012-11-30,31.79,Exclusion,,NaN,None,Servicios,False
5483,267/2012,2012-11-30,81.77,NaN,,NaN,None,NaN,False
5484,268/2012,2012-11-30,57.72,Exclusion,,NaN,None,Servicios,False
5485,271/2012,2012-11-30,67.93,Exclusion,,NaN,None,Suministro,False
5486,272/2012,2012-11-30,65.62,NaN,,NaN,None,NaN,False
5487,269/2012,2012-11-30,71.72,NaN,,Desestimacion,None,NaN,False
5488,273/2012,2012-11-30,71.2,Pliegos,,NaN,None,Servicios,False
5489,274/2012,2012-11-30,53.23,Exclusion,,NaN,None,Suministro,False
5490,270/2012,2012-11-30,118.92,Adjudicacion,,Desestimacion,None,Suministro,False
5491,266/2012,2012-11-28,74.06,Exclusion,,NaN,None,Servicios,False
5492,264/2012,2012-11-21,220.68,Pliegos,,Estimacion,None,Servicios,False
5493,263/2012,2012-11-21,52.16,NaN,,NaN,None,NaN,False
5494,265/2012,2012-11-21,154.21,Adjudicacion,,NaN,None,Gestion de servicios publicos,False
5495,262/2012,2012-11-21,80.98,Adjudicacion,,NaN,None,Servicios,False
5496,254/2012,2012-11-14,79.82,Pliegos,,Estimacion,None,Servicios,False
5497,259/2012,2012-11-14,393.51,Adjudicacion,,NaN,None,Servicios,False
5498,255/2012,2012-11-14,74.81,Exclusion,,NaN,None,Suministro,False
5499,258/2012,2012-11-14,41.26,Pliegos,,Inadmision,None,NaN,False
5500,256/2012,2012-11-14,76.82,Pliegos,,Desestimacion,None,Servicios,False
5501,261/2012,2012-11-14,48.6,Exclusion,,NaN,None,Servicios,False
5502,257/2012,2012-11-14,73.31,NaN,,NaN,None,Servicios,False
5503,253./2012,2012-11-14,181.7,Adjudicacion,,NaN,None,NaN,False
5504,248/2012,2012-11-07,63.72,Adjudicacion,,NaN,None,Servicios,False
5505,242/2012,2012-11-07,60.71,Exclusion,,NaN,None,Servicios,False
5506,249/2012,2012-11-07,226.28,Pliegos,,NaN,None,Servicios,False
5507,247/2012,2012-11-07,144.74,Pliegos,,NaN,None,Servicios,False
5508,243/2012,2012-11-07,242.75,Exclusion,,Desestimacion,None,Suministro,False
5509,245/2012,2012-11-07,178.39,Exclusion,,NaN,None,Servicios,False
5510,250/2012,2012-11-07,99.88,Exclusion,,NaN,None,Servicios,False
5511,244/2012,2012-11-07,77.87,Exclusion,,NaN,None,NaN,False
5512,252/2012,2012-11-07,49.05,Adjudicacion,,NaN,None,NaN,False
5513,246/2012,2012-11-07,185.22,Adjudicacion,,NaN,None,Suministro,False
5514,251/2012,2012-11-07,43.17,Licitacion,,NaN,None,Servicios,False
5515,235/2012,2012-10-31,183.85,Adjudicacion,,NaN,None,Servicios,False
5516,239/2012,2012-10-31,85.99,Adjudicacion,,NaN,None,Servicios,False
5517,236/2012,2012-10-31,202.66,Adjudicacion,,NaN,None,Servicios,False
5518,237/2012,2012-10-31,179.21,NaN,,NaN,None,NaN,False
5519,238/2012,2012-10-31,210.03,Adjudicacion,,NaN,None,Servicios,False
5520,240/2012,2012-10-31,327.19,Exclusion,,NaN,None,Servicios,False
5521,241/2012,2012-10-31,195.14,Exclusion,,NaN,None,Servicios,False
5522,229/2012,2012-10-24,58.91,Pliegos,,NaN,None,Suministro,False
5523,230/2012,2012-10-24,158.18,Exclusion,,NaN,None,Servicios,False
5524,232/2012,2012-10-24,61.83,Pliegos,,NaN,None,Obras,False
5525,233/2012,2012-10-24,191.54,Adjudicacion,,NaN,None,Servicios,False
5526,234/2012,2012-10-24,61.02,Adjudicacion,,Desestimacion,None,Suministro,False
5527,231/2012,2012-10-24,114.15,Adjudicacion,,NaN,None,Gestion de servicios publicos,False
5528,226/2012,2012-10-17,162.08,Adjudicacion,,NaN,None,Servicios,False
5529,224/2012,2012-10-17,169.96,Pliegos,,NaN,None,Servicios,False
5530,228/2012,2012-10-17,147.89,Adjudicacion,,NaN,None,Servicios,False
5531,227/2012,2012-10-17,172.61,Pliegos,,NaN,None,Servicios,False
5532,225/2012,2012-10-17,240.16,NaN,,NaN,None,Obras,False
5533,221/2012,2012-10-11,202.28,Pliegos,,NaN,None,Servicios,False
5534,222/2012,2012-10-11,197.53,NaN,,NaN,None,Servicios,False
5535,223/2012,2012-10-11,76.95,NaN,,NaN,None,Servicios,False
5536,219/2012,2012-10-03,45.74,Adjudicacion,,NaN,None,NaN,True
5537,216/2012,2012-10-03,38.73,Licitacion,,NaN,None,NaN,True
5538,220/2012,2012-10-03,122.43,Pliegos,,Estimacion Parcial,None,Servicios,False
5539,217/2012,2012-10-03,50.3,Pliegos,,NaN,None,Servicios,False
5540,214/2012,2012-09-26,105.57,Adjudicacion,,Desestimacion,None,NaN,False
5541,207/2012,2012-09-26,173.09,NaN,,NaN,None,NaN,False
5542,208/2012,2012-09-26,201.83,Pliegos,,Desestimacion,None,Suministro,False
5543,209/2012,2012-09-26,159.54,NaN,,NaN,None,NaN,False
5544,210/2012,2012-09-26,186.74,Pliegos,,NaN,None,Servicios,False
5545,215/2012,2012-09-26,165.88,Exclusion,,NaN,None,Suministro,False
5546,211/2012,2012-09-26,159.96,Adjudicacion,,NaN,None,NaN,False
5547,213/2012,2012-09-26,279.13,Pliegos,,NaN,None,Servicios,False
5548,212/2012,2012-09-26,144.08,Adjudicacion,,NaN,None,Servicios,False
5549,201/2012,2012-09-20,57.01,Adjudicacion,,NaN,None,Servicios,False
5550,204/2012,2012-09-20,160.88,Licitacion,,NaN,None,Servicios,False
5551,202/2012,2012-09-20,200.54,Exclusion,,NaN,None,Servicios,False
5552,206/2012,2012-09-20,146.02,Adjudicacion,,NaN,None,Servicios,False
5553,203/2012,2012-09-20,188.41,Adjudicacion,,Estimacion Parcial,None,Servicios,False
5554,198/2012,2012-09-20,203.69,Adjudicacion,,NaN,None,Servicios,False
5555,200/2012,2012-09-20,149.64,Licitacion,,NaN,None,Servicios,False
5556,199/2012,2012-09-20,133.74,Licitacion,,NaN,None,Servicios,False
5557,205/2012,2012-09-20,50.47,Exclusion,,NaN,None,Servicios,False
5558,193/2012,2012-09-12,110.05,Adjudicacion,,Estimacion Parcial,None,Servicios,False
5559,194/2012,2012-09-12,81.07,Licitacion,,NaN,None,NaN,False
5560,188/2012,2012-09-12,185.08,Licitacion,,Estimacion,None,Servicios,False
5561,189/2012,2012-09-12,211.32,Adjudicacion,,NaN,None,Servicios,False
5562,192/2012,2012-09-12,211.57,Licitacion,,NaN,None,Servicios,False
5563,197/2012,2012-09-12,153.45,Adjudicacion,,NaN,None,Suministro,False
5564,195/2012,2012-09-12,194.58,Adjudicacion,,NaN,None,Servicios,False
5565,190/2012,2012-09-12,179.06,Exclusion,,NaN,None,Servicios,False
5566,191/2012,2012-09-12,213.01,Adjudicacion,,NaN,None,Servicios,False
5567,196/2012,2012-09-12,192.77,Adjudicacion,,NaN,None,Servicios,False
5568,181/2012,2012-09-06,114.01,Adjudicacion,,Desestimacion,None,Obras,False
5569,187/2012,2012-09-06,85.85,Pliegos,,NaN,None,Servicios,False
5570,182/2012,2012-09-06,60.73,Adjudicacion,,Desestimacion,None,Servicios,False
5571,183/2012,2012-09-06,79.34,Adjudicacion,,NaN,None,Servicios,False
5572,0184/2012,2012-09-06,55.41,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Criterios evaluables mediante juicios de valor.  Evaluacion no mediante formulas.  No creacion de subcriterios,Servicios,False
5573,185/2012,2012-09-06,166.0,Pliegos,,NaN,None,Servicios,False
5574,186/2012,2012-09-06,162.92,Adjudicacion,,NaN,None,Servicios,False
5575,177/2012,2012-08-30,83.74,Adjudicacion,,NaN,None,Servicios,False
5576,178/2012,2012-08-30,77.49,Pliegos,,NaN,None,Servicios,False
5577,176/2012,2012-08-30,48.36,Adjudicacion,,NaN,None,Servicios,False
5578,179/2012,2012-08-30,71.87,Adjudicacion,,Desestimacion,None,Servicios,False
5579,180/2012,2012-08-30,157.19,Licitacion,,Estimacion,None,Servicios,False
5580,172/2012,2012-08-08,172.53,Adjudicacion,,NaN,None,Suministro,False
5581,171/2012,2012-08-08,174.9,Adjudicacion,,NaN,None,Servicios,False
5582,174/2012,2012-08-08,142.6,Exclusion,,NaN,None,Obras,False
5583,173/2012,2012-08-08,168.11,Exclusion,,NaN,None,Servicios,False
5584,175/2012,2012-08-08,179.38,Adjudicacion,,NaN,None,Servicios,False
5585,166/2012,2012-08-03,56.28,Adjudicacion,,NaN,None,Servicios,False
5586,167/2012,2012-08-03,168.11,Exclusion,,NaN,None,Suministro,False
5587,168/2012,2012-08-03,174.41,Adjudicacion,,NaN,None,Servicios,False
5588,169/2012,2012-08-03,127.46,Adjudicacion,,NaN,None,Servicios,False
5589,170/2012,2012-08-03,107.96,Adjudicacion,,NaN,None,Servicios,False
5590,158/2012,2012-07-30,195.84,Pliegos,,NaN,None,Servicios,False
5591,159/2012,2012-07-30,115.6,Adjudicacion,,NaN,None,Suministro,False
5592,160/2012,2012-07-30,186.22,Exclusion,,NaN,None,Servicios,False
5593,161/2012,2012-07-30,190.66,Adjudicacion,,NaN,None,Servicios,False
5594,162/2012,2012-07-30,140.88,Exclusion,,NaN,None,Obras,False
5595,163/2012,2012-07-30,162.02,Adjudicacion,,NaN,None,Servicios,False
5596,164/2012,2012-07-30,184.87,Adjudicacion,,NaN,None,Servicios,False
5597,165/2012,2012-07-30,143.36,Adjudicacion,,NaN,None,Servicios,False
5598,157/2012,2012-07-19,134.66,NaN,,NaN,None,Servicios,False
5599,151/2012,2012-07-19,238.87,Exclusion,,NaN,None,Suministro,False
5600,152/2012,2012-07-19,142.37,Exclusion,,NaN,None,Suministro,False
5601,153/2012,2012-07-19,174.6,Pliegos,,NaN,None,Servicios,False
5602,154/2012,2012-07-19,160.34,Exclusion,,NaN,None,Suministro,False
5603,155/2012,2012-07-19,170.09,Adjudicacion,,NaN,None,Servicios,False
5604,156/2012,2012-07-19,167.56,Exclusion,,Desestimacion,None,Suministro,False
5605,150/2012,2012-07-19,165.77,Adjudicacion,,NaN,None,Servicios,False
5606,149/2012,2012-07-16,232.37,NaN,,NaN,None,NaN,False
5607,145/2012,2012-07-12,157.11,Exclusion,,NaN,None,Suministro,False
5608,146/2012,2012-07-12,163.93,Pliegos,,NaN,None,Servicios,False
5609,147/2012,2012-07-12,220.68,Exclusion,,NaN,None,Suministro,False
5610,148/2012,2012-07-12,199.99,Pliegos,,NaN,None,Servicios,False
5611,144/2012,2012-07-04,176.05,Adjudicacion,,NaN,None,Servicios,False
5612,143/2012,2012-07-04,214.63,Pliegos,,NaN,None,Servicios,False
5613,139/2012,2012-06-28,161.23,Exclusion,,NaN,None,Servicios,False
5614,140/2012,2012-06-28,168.94,Adjudicacion,,NaN,None,Servicios,False
5615,141/2012,2012-06-28,278.95,Adjudicacion,,NaN,None,Servicios,False
5616,142/2012,2012-06-28,179.63,Exclusion,,NaN,None,Suministro,False
5617,135/2012,2012-06-20,177.86,Adjudicacion,,NaN,None,Suministro,False
5618,138/2012,2012-06-20,182.22,Adjudicacion,,NaN,None,Servicios,False
5619,137/2012,2012-06-20,170.81,Exclusion,,NaN,None,Suministro,False
5620,136/2012,2012-06-20,144.34,Adjudicacion,,NaN,None,Servicios,False
5621,134/2012,2012-06-20,191.76,Pliegos,,NaN,None,Servicios,False
5622,130/2012,2012-06-13,151.1,NaN,,NaN,None,Servicios,False
5623,131/2012,2012-06-13,210.54,NaN,,NaN,None,Obras,False
5624,132/2012,2012-06-13,173.32,Exclusion,,NaN,None,Suministro,False
5625,0133/2012,2012-06-13,37.88,Exclusion,,NaN,None,Servicios,False
5626,126/2012,2012-06-06,164.86,Pliegos,,NaN,None,Servicios,True
5627,128/2012,2012-06-06,147.25,Exclusion,,NaN,None,Servicios,False
5628,129/2012,2012-06-06,156.74,Adjudicacion,,NaN,None,Servicios,False
5629,0127/2012,2012-06-04,214.79,Adjudicacion,,NaN,None,Servicios,False
5630,0122/2012,2012-05-30,43.46,NaN,,NaN,None,Obras,False
5631,123/2012,2012-05-30,41.26,Exclusion,,NaN,None,Suministro,False
5632,0124/2012,2012-05-30,154.39,Adjudicacion,,NaN,None,Suministro,False
5633,0125/2012,2012-05-30,152.36,Pliegos,,NaN,None,Obras,False
5634,122/2012,2012-05-23,59.97,Adjudicacion,,NaN,None,Servicios,False
5635,117/2012,2012-05-23,232.55,Adjudicacion,,NaN,None,Suministro,False
5636,118/2012,2012-05-23,103.85,Adjudicacion,,NaN,None,Servicios,False
5637,119/2012,2012-05-23,180.62,Adjudicacion,,NaN,None,Servicios,False
5638,120/2012,2012-05-23,96.49,Exclusion,,NaN,None,Servicios,False
5639,0121/2012,2012-05-23,88.28,Exclusion,,NaN,None,Servicios,False
5640,112/2012,2012-05-16,178.43,NaN,,NaN,None,NaN,False
5641,113/2012,2012-05-16,169.32,Adjudicacion,,NaN,None,Suministro,False
5642,114/2012,2012-05-16,207.81,Adjudicacion,,NaN,None,NaN,False
5643,0115/2012,2012-05-16,98.95,Exclusion,,NaN,None,Servicios,False
5644,116/2012,2012-05-16,187.21,Adjudicacion,,NaN,None,Servicios,False
5645,106/2012,2012-05-11,194.76,Adjudicacion,,NaN,None,NaN,False
5646,107/2012,2012-05-11,187.31,NaN,,NaN,None,NaN,False
5647,108/2012,2012-05-11,109.31,NaN,,NaN,None,NaN,False
5648,109/2012,2012-05-11,66.69,NaN,,NaN,None,NaN,False
5649,110/2012,2012-05-11,170.87,NaN,,NaN,None,NaN,False
5650,111/2012,2012-05-11,166.28,NaN,,NaN,None,NaN,False
5651,105/2012,2012-05-09,150.8,Adjudicacion,,NaN,None,Suministro,False
5652,102/2012,2012-05-09,167.64,Pliegos,,NaN,None,Suministro,False
5653,104/2012,2012-05-09,162.53,Adjudicacion,,NaN,None,Suministro,False
5654,103/2012,2012-05-09,200.54,Adjudicacion,,Estimacion Parcial,None,Suministro,False
5655,100/2012,2012-04-23,165.57,Adjudicacion,,NaN,None,Servicios,False
5656,101/2012,2012-04-23,58.98,Adjudicacion,,NaN,None,NaN,False
5657,099/2012,2012-04-23,142.35,Adjudicacion,,NaN,None,Suministro,False
5658,0098/2012,2012-04-23,146.74,NaN,,NaN,None,Suministro,False
5659,0097/2012,2012-04-23,143.24,Pliegos,,NaN,None,Suministro,False
5660,93/2012,2012-04-18,202.05,Adjudicacion,,NaN,None,Suministro,False
5661,95/2012,2012-04-18,317.71,Adjudicacion,,NaN,None,Suministro,False
5662,96/2012,2012-04-18,225.92,Exclusion,,NaN,None,Suministro,False
5663,92/2012,2012-04-18,210.46,Adjudicacion,,NaN,None,Servicios,False
5664,94/2012,2012-04-18,195.08,Exclusion,,NaN,None,Obras,False
5665,90/2012,2012-04-12,229.08,Exclusion,,NaN,None,Servicios,False
5666,88/2012,2012-04-11,184.17,Exclusion,,NaN,None,Servicios,False
5667,84/2012,2012-04-11,181.23,Licitacion,,NaN,None,Servicios,False
5668,85/2012,2012-04-11,156.82,Exclusion,,NaN,None,Servicios,False
5669,89/2012,2012-04-11,110.06,Adjudicacion,,NaN,None,Servicios,False
5670,86/2012,2012-04-11,232.85,Adjudicacion,,NaN,None,Servicios,False
5671,87/2012,2012-04-11,249.88,Adjudicacion,,NaN,None,Servicios,False
5672,91/2012,2012-04-11,235.47,Exclusion,,NaN,None,Servicios,False
5673,81/2012,2012-03-30,158.84,Exclusion,,NaN,None,Suministro,False
5674,78/2012,2012-03-30,115.93,Exclusion,,NaN,None,Servicios,False
5675,82/2012,2012-03-30,166.89,Exclusion,,NaN,None,Suministro,False
5676,79/2012,2012-03-30,205.26,Exclusion,,NaN,None,Servicios,False
5677,80/2012,2012-03-30,158.67,Adjudicacion,,NaN,None,Servicios,False
5678,83/2012,2012-03-30,176.11,NaN,,NaN,None,Suministro,False
5679,76/2012,2012-03-28,163.96,Licitacion,,NaN,None,NaN,False
5680,74/2012,2012-03-28,163.13,Adjudicacion,,NaN,None,Servicios,False
5681,77/2012,2012-03-28,187.39,Exclusion,,NaN,None,Servicios,False
5682,0075/2012,2012-03-28,51.78,Adjudicacion,,NaN,None,NaN,False
5683,71/2012,2012-03-23,158.64,Adjudicacion,,NaN,None,Servicios,False
5684,72/2012,2012-03-21,76.22,Exclusion,,Desestimacion,None,Servicios,False
5685,73/2012,2012-03-21,61.23,Exclusion,,NaN,None,Suministro,False
5686,69/2012,2012-03-21,51.72,Adjudicacion,,NaN,None,Servicios,False
5687,70/2012,2012-03-21,189.82,Exclusion,,Desestimacion,None,Servicios,False
5688,66/2012,2012-03-14,69.92,Pliegos,,NaN,None,Servicios,False
5689,67/2012,2012-03-14,167.35,Exclusion,,NaN,None,Suministro,False
5690,68/2012,2012-03-14,79.69,Adjudicacion,,Estimacion,None,Servicios,False
5691,63/2012,2012-03-07,39.75,Adjudicacion,,Inadmision,None,NaN,False
5692,64/2012,2012-03-07,78.75,Exclusion,,Estimacion,None,Servicios,False
